Jewish Year,Month,Day,Audio File,,Document File,Audio Link,Doc Link,Match Type,Date 
5739,Iyar,1,2353--5739-Iyar 01c Mamar.mp3,,,https://drive.google.com/file/d/1Kmj8NIAJzg_3K_FvBSZAJ2d96-bTHcYr/view,,AUDIO_ONLY,
5739,Iyar,1,2352--5739-Iyar 01b Sicha 2.mp3,,,https://drive.google.com/file/d/1Lw4zBssAN_PDWGrzRBukljLKrFUk1uJC/view,,AUDIO_ONLY,
5739,Iyar,1,2351--5739-Iyar 01 Sicha 1.mp3,,,https://drive.google.com/file/d/1Q8PnA9fmiZecHxSuWqXxr83JFuKXi7gU/view,,AUDIO_ONLY,
5739,Iyar,1,2355--5739-Iyar 01e Sicha 4.mp3,,,https://drive.google.com/file/d/1gphn8hHNk88AHWpJD5echwPsX2Q2GLDa/view,,AUDIO_ONLY,
5739,Iyar,1,2354--5739-Iyar 01d Sicha 3.mp3,,,https://drive.google.com/file/d/1ofc7MjjS1fyKCmPwlQGpvhDmBeTVf8UE/view,,AUDIO_ONLY,
5739,Sivan,1,2363--5739-Sivan 01g Sicha to Neshei Chabad.mp3,,,https://drive.google.com/file/d/199PSRZWfeoZR24hqJf1Dw941URX-Gz9N/view,,AUDIO_ONLY,
5739,Sivan,1,2359--5739-Sivan 01c Sicha 3.mp3,,,https://drive.google.com/file/d/1P4KgaoD5WQ1CU9xkF4MNYcqSImCAvMbf/view,,AUDIO_ONLY,
5739,Sivan,1,2360--5739-Sivan 01d Mamar.mp3,,,https://drive.google.com/file/d/1Rjscx-O1fLrYO2yiPCJRw1tuM3JxxwhA/view,,AUDIO_ONLY,
5739,Sivan,1,2361--5739-Sivan 01e Sicha 4.mp3,,,https://drive.google.com/file/d/16_p2yNyBtj4kdsKfQ-BjjEKkxkZMKyxT/view,,AUDIO_ONLY,
5739,Sivan,1,2357--5739-Sivan 01 Sicha 1.mp3,,,https://drive.google.com/file/d/1NbP0TsYAdmCOJ7NEBhAdg9mgT_9hYGfz/view,,AUDIO_ONLY,
5739,Sivan,1,2358--5739-Sivan 01b Sicha 2.mp3,,,https://drive.google.com/file/d/1i2ZtInJ59Da7oIw0bxNtYMPvdOANabRi/view,,AUDIO_ONLY,
