Jewish Year,Month,Day,Audio File,,Document File,Audio Link,Doc Link,Match Type,Date 
5711,Shvat,10,"00001--5711-Shvat 10 -- pink cassette audio in full, best audio of all cassettes.ra",,10 Shevat 5711 - Maamar Basi Lgani.DOC,https://drive.google.com/file/d/1ce9nAWqizmGrdhB-s-Csb3MnpnIW4bsh/view,https://docs.google.com/document/d/1UfqdR4pllJkyzwIlZLJ6bWl3-1KoShIB/edit?usp=drivesdk&ouid=114025174537689601343&rtpof=true&sd=true,MATCHED,
5711,Shvat,10,,,10 Shevat 5711.doc,https://drive.google.com/file/d/1ce9nAWqizmGrdhB-s-Csb3MnpnIW4bsh/view,https://docs.google.com/document/d/184TDjL5npHfzvYFutg1lgqvPuSyZjk6R/edit?usp=drivesdk&ouid=114025174537689601343&rtpof=true&sd=true,MATCHED,
5711,Shvat,10,,,,https://drive.google.com/file/d/1P9Py6RY4puUMIgDlTBRLt6N53cbI50TX/view,https://docs.google.com/document/d/1UfqdR4pllJkyzwIlZLJ6bWl3-1KoShIB/edit?usp=drivesdk&ouid=114025174537689601343&rtpof=true&sd=true,MATCHED,
5711,Shvat,10,,,,https://drive.google.com/file/d/1P9Py6RY4puUMIgDlTBRLt6N53cbI50TX/view,https://docs.google.com/document/d/184TDjL5npHfzvYFutg1lgqvPuSyZjk6R/edit?usp=drivesdk&ouid=114025174537689601343&rtpof=true&sd=true,MATCHED,
5711,Shvat,10,,,,https://drive.google.com/file/d/1au0aoX-xijbwnOYso8W_vLceS2JeE8tR/view,https://docs.google.com/document/d/1UfqdR4pllJkyzwIlZLJ6bWl3-1KoShIB/edit?usp=drivesdk&ouid=114025174537689601343&rtpof=true&sd=true,MATCHED,
5711,Shvat,10,0001--5711-Shvat 10 Sicha 1.mp3,,,https://drive.google.com/file/d/1au0aoX-xijbwnOYso8W_vLceS2JeE8tR/view,https://docs.google.com/document/d/184TDjL5npHfzvYFutg1lgqvPuSyZjk6R/edit?usp=drivesdk&ouid=114025174537689601343&rtpof=true&sd=true,MATCHED,
5711,Shvat,10,,,,https://drive.google.com/file/d/18eiy_uTW4ELOGXzUr6LEAKlcyiBFf4VJ/view,https://docs.google.com/document/d/1UfqdR4pllJkyzwIlZLJ6bWl3-1KoShIB/edit?usp=drivesdk&ouid=114025174537689601343&rtpof=true&sd=true,MATCHED,
5711,Shvat,10,0004--5711-Shvat 10d Sicha 3.mp3,,,https://drive.google.com/file/d/18eiy_uTW4ELOGXzUr6LEAKlcyiBFf4VJ/view,https://docs.google.com/document/d/184TDjL5npHfzvYFutg1lgqvPuSyZjk6R/edit?usp=drivesdk&ouid=114025174537689601343&rtpof=true&sd=true,MATCHED,
5711,Shvat,10,,,,https://drive.google.com/file/d/1EwoWLPBBWcmpv2HPqdNUuflAsG_xvc5D/view,https://docs.google.com/document/d/1UfqdR4pllJkyzwIlZLJ6bWl3-1KoShIB/edit?usp=drivesdk&ouid=114025174537689601343&rtpof=true&sd=true,MATCHED,
5711,Shvat,10,0002--5711-Shvat 10b Sicha 2.mp3,,,https://drive.google.com/file/d/1EwoWLPBBWcmpv2HPqdNUuflAsG_xvc5D/view,https://docs.google.com/document/d/184TDjL5npHfzvYFutg1lgqvPuSyZjk6R/edit?usp=drivesdk&ouid=114025174537689601343&rtpof=true&sd=true,MATCHED,
5711,Shvat,10,,,,https://drive.google.com/file/d/1weJBOCJTTCFX6umi-pwyHW35EbY8XLXP/view,https://docs.google.com/document/d/1UfqdR4pllJkyzwIlZLJ6bWl3-1KoShIB/edit?usp=drivesdk&ouid=114025174537689601343&rtpof=true&sd=true,MATCHED,
5711,Shvat,10,0003--5711-Shvat 10c Mamar.mp3,,,https://drive.google.com/file/d/1weJBOCJTTCFX6umi-pwyHW35EbY8XLXP/view,https://docs.google.com/document/d/184TDjL5npHfzvYFutg1lgqvPuSyZjk6R/edit?usp=drivesdk&ouid=114025174537689601343&rtpof=true&sd=true,MATCHED,
5711,Adar,14,,/,6-14-11.DOC,"No. What I want you to do is, basically, on the Excel sheet, there's a lot of times that the document has one date, and the MP3 file is a date before, like one day before or one day after. So, it ends up happening that the document of the transcription doesn't match the date in the MP3, and it comes up as an unmatched document, Word document. Now, every single document needs to be mapped to an MP3 file. It's impossible for a document not to have an MP3 file, by definition, because it's a transcript. All Word documents are transcripts from MP3 files. So what I want you to do is to... you have here access in this folder to both every Word document and the whole list of the audio files and document files. So... what you need to do is for all the document files that don't have an MP3 file you should actually open the document file or create a script that has an LLM open it and parse the first few rows in order to see like what the actual date in the actual Word document is so usually it says in the beginning So I need to figure out a way to do that. Please do it. ",https://docs.google.com/document/d/1Se1exgnFVFtCyW5n_dHHJEdiRI9sXlfQ/edit?usp=drivesdk&ouid=114025174537689601343&rtpof=true&sd=true,DOC_ONLY,
5711,Adar,14,,/,14 Adar 5711 Mammar.DOC,,https://docs.google.com/document/d/1JyStE48TIVt8w-eNsdxwqiI70lKNTnHO/edit?usp=drivesdk&ouid=114025174537689601343&rtpof=true&sd=true,DOC_ONLY,
5711,Adar,14,,,14 Adar 5711.doc,,https://docs.google.com/document/d/1eCXfG-W9g0dfzTgmCDvBCCLhs0yuz7cn/edit?usp=drivesdk&ouid=114025174537689601343&rtpof=true&sd=true,DOC_ONLY,
5711,Adar II,14,0008--5711-AdarB 14d Sicha 3.mp3,,,https://drive.google.com/file/d/1oMyDWQvXMXUiLOMl4SA82tQepbws9ifR,,AUDIO_ONLY,
5711,Adar II,14,0007--5711-AdarB 14c Sicha 2.mp3,,,https://drive.google.com/file/d/1hxFbnP0Zy_TXI7J9TpXi_WXR6jUWrTZ1/view,,AUDIO_ONLY,
5711,Adar II,14,0005--5711-AdarB 14 Sicha 1.mp3,,,https://drive.google.com/file/d/1XoCm9keFH_7EKuWWkBrNKDPRPS54S7r6/view,,AUDIO_ONLY,
5711,Adar II,14,0006--5711-AdarB 14b Mamar.mp3,,,https://drive.google.com/file/d/1lS5XXnZ4b1Ukz1CsI9uzs0PxSVYxylr7/view,,AUDIO_ONLY,
5711,Iyar,18,0013--5711-Iyar 18h Sicha 7.mp3,,,https://drive.google.com/file/d/10gzO4u190Fz4Li9f9XSQUiCNdQZDwswe/view,,AUDIO_ONLY,
5711,Iyar,18,0014--5711-Iyar 18i Sicha 8.mp3,,,https://drive.google.com/file/d/1W-Bt3cvZ1HSPGJ9selnGxuXXDPOOBWKW/view,,AUDIO_ONLY,
5711,Iyar,18,0011--5711-Iyar 18f Sicha 5.mp3,,,https://drive.google.com/file/d/12o7UtWElY2oRw1_SYCQIg6Aigzkq4lSE/view,,AUDIO_ONLY,
5711,Iyar,18,0012--5711-Iyar 18g Sicha 6.mp3,,,https://drive.google.com/file/d/1Y4Sxc8-9yATum_m8-RqW3ybAoefBvNW8/view,,AUDIO_ONLY,
5711,Iyar,18,0010--5711-Iyar 18e Sicha 4.mp3,,,https://drive.google.com/file/d/1RNqUPnwAePvW_ddmwmcCScX3lvKJE3ya/view,,AUDIO_ONLY,
5711,Iyar,18,0009--5711-Iyar 18d Mamar.mp3,,,https://drive.google.com/file/d/1-lk618o5WF28ooC5Uo8JfMzCM_fcl44i/view,,AUDIO_ONLY,
5711,Sivan,13,,/,10-13-11.DOC,,https://docs.google.com/document/d/1Nk2jxHKZmfhpuT0rrDgMpg8NMnUn0btO/edit?usp=drivesdk&ouid=114025174537689601343&rtpof=true&sd=true,DOC_ONLY,
5711,Tammuz,12,0022--5711-Tamuz 12h Sicha 7.mp3,,12 Tammuz 5711 Sicha 1.docx,https://drive.google.com/file/d/1UQmbYgYpIDOMtkWOO8Npw0RoA1AWFNn1/view,https://docs.google.com/document/d/1hdWpvm5nOkPFvsGVDi5vzJIEdKenw5cv/edit?usp=drivesdk&ouid=114025174537689601343&rtpof=true&sd=true,MATCHED,
5711,Tammuz,12,0020--5711-Tamuz 12f Sicha 5.mp3,,12 Tammuz 5711 Sicha 1.docx,https://drive.google.com/file/d/1D1qNpUJrNg5Oc8Vs6br-eJEEQk496DxF/view,https://docs.google.com/document/d/1hdWpvm5nOkPFvsGVDi5vzJIEdKenw5cv/edit?usp=drivesdk&ouid=114025174537689601343&rtpof=true&sd=true,MATCHED,
5711,Tammuz,12,0021--5711-Tamuz 12g Sicha 6.mp3,,12 Tammuz 5711 Sicha 1.docx,https://drive.google.com/file/d/1IliyhfzZTkPzJuhlUzaXkyqBC4hB9sOD/view,https://docs.google.com/document/d/1hdWpvm5nOkPFvsGVDi5vzJIEdKenw5cv/edit?usp=drivesdk&ouid=114025174537689601343&rtpof=true&sd=true,MATCHED,
5711,Tammuz,12,0018--5711-Tamuz 12d Sicha 3.mp3,,12 Tammuz 5711 Sicha 1.docx,https://drive.google.com/file/d/185uG2lvElwpQpVIVzxzdV60Pzt9StMyF/view,https://docs.google.com/document/d/1hdWpvm5nOkPFvsGVDi5vzJIEdKenw5cv/edit?usp=drivesdk&ouid=114025174537689601343&rtpof=true&sd=true,MATCHED,
5711,Tammuz,12,0019--5711-Tamuz 12e Sicha 4.mp3,,12 Tammuz 5711 Sicha 1.docx,https://drive.google.com/file/d/1tM_CinKAuml1tdkIqPsaYYyhvJDrdY6x/view,https://docs.google.com/document/d/1hdWpvm5nOkPFvsGVDi5vzJIEdKenw5cv/edit?usp=drivesdk&ouid=114025174537689601343&rtpof=true&sd=true,MATCHED,
5711,Tammuz,12,0017--5711-Tamuz 12c Sicha 2.mp3,,12 Tammuz 5711 Sicha 1.docx,https://drive.google.com/file/d/16-v8WA8UrdRovrgDZ_foGOn94e_0dhh2/view,https://docs.google.com/document/d/1hdWpvm5nOkPFvsGVDi5vzJIEdKenw5cv/edit?usp=drivesdk&ouid=114025174537689601343&rtpof=true&sd=true,MATCHED,
5711,Tammuz,12,0016--5711-Tamuz 12b Mamar.mp3,,12 Tammuz 5711 Sicha 1.docx,https://drive.google.com/file/d/15PawE7EfK4nSLqXJt8JmQMz3UxdncqRU/view,https://docs.google.com/document/d/1hdWpvm5nOkPFvsGVDi5vzJIEdKenw5cv/edit?usp=drivesdk&ouid=114025174537689601343&rtpof=true&sd=true,MATCHED,
5711,Tammuz,12,0015--5711-Tamuz 12 Sicha 1.mp3,,12 Tammuz 5711 Sicha 1.docx,https://drive.google.com/file/d/1T2ZO1beQY_1djomoEZjCRqvZuNhhKAVY/view,https://docs.google.com/document/d/1hdWpvm5nOkPFvsGVDi5vzJIEdKenw5cv/edit?usp=drivesdk&ouid=114025174537689601343&rtpof=true&sd=true,MATCHED,
5711,Av,20,0029--5711-Av 20g Sicha 7.mp3,,,https://drive.google.com/file/d/1b-U2ZSm3XHFZdBaHVVQdUv96eJI7hMlx/view,,AUDIO_ONLY,
5711,Av,20,0028--5711-Av 20f Sicha 6.mp3,,,https://drive.google.com/file/d/14HPglypTGEA-qzMWFki0eDnGSGeiMXZl/view,,AUDIO_ONLY,
5711,Av,20,0026--5711-Av 20d Sicha 4.mp3,,,https://drive.google.com/file/d/1UWn6pkCe-1IpDNQDjpjkFSSUbKoCt9Zw/view,,AUDIO_ONLY,
5711,Av,20,0027--5711-Av 20e Sicha 5.mp3,,,https://drive.google.com/file/d/1uHZH5p2QGf26M9Kwvu2mZ6hM5FuV1kUX/view,,AUDIO_ONLY,
5711,Av,20,0025--5711-Av 20c Sicha 3.mp3,,,https://drive.google.com/file/d/1SOcOO0eERSy-aXFHPXPsTMAbGRHVmPHG/view,,AUDIO_ONLY,
5711,Av,20,0024--5711-Av 20b Sicha 2.mp3,,,https://drive.google.com/file/d/1Vji-cX6H_1jgksS62kDlm2zkZRGkeryx/view,,AUDIO_ONLY,
5711,Av,20,0023--5711-Av 20 Sicha 1.mp3,,,https://drive.google.com/file/d/1VO5pYm2JqObvL7bybVgaTfRt6yJN2gsN/view,,AUDIO_ONLY,
5711,Elul,18,0035--5711-Elul 18f Sicha 6.mp3,,,https://drive.google.com/file/d/1IPvLEng8zFgNmVTy9viOQhKf6lY-2aHD/view,,AUDIO_ONLY,
5711,Elul,18,0034--5711-Elul 18e Sicha 5.mp3,,,https://drive.google.com/file/d/17FmWM0vdr5WilyKX8pwPoxupsGfxBBQJ/view,,AUDIO_ONLY,
5711,Elul,18,0033--5711-Elul 18d Sicha 4.mp3,,,https://drive.google.com/file/d/1Hvl0OBt95tw9X3TkKvZzh07eM6ATV0kq/view,,AUDIO_ONLY,
5711,Elul,18,0032--5711-Elul 18c Sicha 3.mp3,,,https://drive.google.com/file/d/1lCtYSOZ6PyWiCRmzEaA_MzIW7kAUkO1S/view,,AUDIO_ONLY,
5711,Elul,18,0031--5711-Elul 18b Sicha 2.mp3,,,https://drive.google.com/file/d/11UKwj3zSLsnKrIY1fBpkbW2pYc3uPUe0/view,,AUDIO_ONLY,
5711,Elul,18,0030--5711-Elul 18 Sicha 1.mp3,,,https://drive.google.com/file/d/15NKaITfpRwXtnyTahk9Uwgpy4N832iFp/view,,AUDIO_ONLY,
5712,Tishrei,18,0040--5712-Tishrai 18e Sicha 5.mp3,,,https://drive.google.com/file/d/1jHLoUNBCg7f74mVw_8GcYZ3h28eseHq0/view,,AUDIO_ONLY,
5712,Tishrei,18,0039--5712-Tishrai 18d Sicha 4.mp3,,,https://drive.google.com/file/d/1e5ERFgHtw4zaK_Sc-xlrmziEDWmo8qMJ/view,,AUDIO_ONLY,
5712,Tishrei,18,0038--5712-Tishrai 18c Sicha 3.mp3,,,https://drive.google.com/file/d/1wHY2G_5ML557F6rBZF4qZPPptNAwXviS/view,,AUDIO_ONLY,
5712,Tishrei,18,0037--5712-Tishrai 18b Sicha 2.mp3,,,https://drive.google.com/file/d/1Ly44q_ZCKuO4ETHUzPj3oONlsIadPsx0/view,,AUDIO_ONLY,
5712,Tishrei,18,0036--5712-Tishrai 18 Sicha 1.mp3,,,https://drive.google.com/file/d/11qQ7gqdoCHADH69hXCLOm_oNiFGwUafo/view,,AUDIO_ONLY,
5712,Kislev,19,0048--5712-Kislev 19h Sicha 6.mp3,,,https://drive.google.com/file/d/14kb8ijeabFF8o44oEW_q-8XaHt1BfXES/view,,AUDIO_ONLY,
5712,Kislev,19,0047--5712-Kislev 19g Sicha 5.mp3,,,https://drive.google.com/file/d/1ssbFkjc7ysV__Y6jTX1_NtbH5Vsibsxm/view,,AUDIO_ONLY,
5712,Kislev,19,0045--5712-Kislev 19e Sicha 3.mp3,,,https://drive.google.com/file/d/1WJX6sy5eAtozxxm5NZQ0J0-R1PiE1kH-/view,,AUDIO_ONLY,
5712,Kislev,19,0046--5712-Kislev 19f piece of Sicha 4.mp3,,,https://drive.google.com/file/d/1cCIYzzRiPEBpBBylmqH7j2C39gHZvvvj/view,,AUDIO_ONLY,
5712,Kislev,19,0044--5712-Kislev 19d Sicha 2.mp3,,,https://drive.google.com/file/d/1n5ggjOu-trVNGQT4OaqC0ruIzlESKW4a/view,,AUDIO_ONLY,
5712,Kislev,19,0042--5712-Kislev 19b Mamar more complete less clear.mp3,,,https://drive.google.com/file/d/1AtmaRYJmEdiHfY33QOFZPWrANn3HOK4w/view,,AUDIO_ONLY,
5712,Kislev,19,0043--5712-Kislev 19c Mamar more clear less complete.mp3,,,https://drive.google.com/file/d/1LKhWl5U3yfCnzIQUxYtHs2VUrIvoiK46/view,,AUDIO_ONLY,
5712,Kislev,19,0041--5712-Kislev 19 Sicha 1 hakdama to Mamar.mp3,,,https://drive.google.com/file/d/1pv3TWTcYiq7KhavfhOA5vj2k1lYPIh66/view,,AUDIO_ONLY,
5712,Teves,24,0054--5712-Tevet 24f Sicha 6.mp3,,24 Teves 5712 excerpt.docx,https://drive.google.com/file/d/1w7MRpF-3hqnQQEixxrFmprSQW_2coaz2/view,https://docs.google.com/document/d/1UCj2W_JDEU0M19_B6PZ1FUd8WzCDsU8J/edit?usp=drivesdk&ouid=114025174537689601343&rtpof=true&sd=true,MATCHED,
5712,Teves,24,0052--5712-Tevet 24d Sicha 4.mp3,,24 Teves 5712 excerpt.docx,https://drive.google.com/file/d/1V-dok4fgMjC3y9xNcykid7asCRs-C-OQ/view,https://docs.google.com/document/d/1UCj2W_JDEU0M19_B6PZ1FUd8WzCDsU8J/edit?usp=drivesdk&ouid=114025174537689601343&rtpof=true&sd=true,MATCHED,
5712,Teves,24,0053--5712-Tevet 24e Sicha 5.mp3,,24 Teves 5712 excerpt.docx,https://drive.google.com/file/d/1VBY-zpt4u5NdGU3FJdXOT3g8FM73OzJc/view,https://docs.google.com/document/d/1UCj2W_JDEU0M19_B6PZ1FUd8WzCDsU8J/edit?usp=drivesdk&ouid=114025174537689601343&rtpof=true&sd=true,MATCHED,
5712,Teves,24,0051--5712-Tevet 24c Sicha 3.mp3,,24 Teves 5712 excerpt.docx,https://drive.google.com/file/d/1L3wUTRP8pwyO-j4C6yCwJaT8eirh80pa/view,https://docs.google.com/document/d/1UCj2W_JDEU0M19_B6PZ1FUd8WzCDsU8J/edit?usp=drivesdk&ouid=114025174537689601343&rtpof=true&sd=true,MATCHED,
5712,Teves,24,0050--5712-Tevet 24b Sicha 2.mp3,,24 Teves 5712 excerpt.docx,https://drive.google.com/file/d/1OgPPemFu2baYliXUmbccEG9IU8LVQNdm/view,https://docs.google.com/document/d/1UCj2W_JDEU0M19_B6PZ1FUd8WzCDsU8J/edit?usp=drivesdk&ouid=114025174537689601343&rtpof=true&sd=true,MATCHED,
5712,Teves,24,0049--5712-Tevet 24 Sicha 1 Hadran.mp3,,24 Teves 5712 excerpt.docx,https://drive.google.com/file/d/10mGu6PIu6CDK1NsISMYKZFJHZBbgDhKF/view,https://docs.google.com/document/d/1UCj2W_JDEU0M19_B6PZ1FUd8WzCDsU8J/edit?usp=drivesdk&ouid=114025174537689601343&rtpof=true&sd=true,MATCHED,
5712,Shvat,10,0060--5712-Shvat 10f Sicha 5.mp3,,10 Shevat 5712 Sicha 1.docx,https://drive.google.com/file/d/1OIQkMFTUpcLu3TRB36n8Lg5MgVMwsirK/view,https://docs.google.com/document/d/1ZXfM4_y4gS2_WUrY-qIIY_plpB4Dalzl/edit?usp=drivesdk&ouid=114025174537689601343&rtpof=true&sd=true,MATCHED,
5712,Shvat,10,0058--5712-Shvat 10d Sicha 3.mp3,,10 Shevat 5712 Sicha 1.docx,https://drive.google.com/file/d/1VfZmcuUrQxcKzqzbo0gy01sLN2JP_X9P/view,https://docs.google.com/document/d/1ZXfM4_y4gS2_WUrY-qIIY_plpB4Dalzl/edit?usp=drivesdk&ouid=114025174537689601343&rtpof=true&sd=true,MATCHED,
5712,Shvat,10,0059--5712-Shvat 10e Sicha 4.mp3,,10 Shevat 5712 Sicha 1.docx,https://drive.google.com/file/d/1wQWKfk3yIJ9rb_D7mE3jPFRjuUA4fVYR/view,https://docs.google.com/document/d/1ZXfM4_y4gS2_WUrY-qIIY_plpB4Dalzl/edit?usp=drivesdk&ouid=114025174537689601343&rtpof=true&sd=true,MATCHED,
5712,Shvat,10,0056--5712-Shvat 10b Sicha 1.mp3,,10 Shevat 5712 Sicha 1.docx,https://drive.google.com/file/d/1HwYObu2B9Ijr8Fve3LhSjGHS0-jOLK4s/view,https://docs.google.com/document/d/1ZXfM4_y4gS2_WUrY-qIIY_plpB4Dalzl/edit?usp=drivesdk&ouid=114025174537689601343&rtpof=true&sd=true,MATCHED,
5712,Shvat,10,0057--5712-Shvat 10c Sicha 2.mp3,,10 Shevat 5712 Sicha 1.docx,https://drive.google.com/file/d/1QrNqomIcI9RGkdDaJnbECewaorhCkjqI/view,https://docs.google.com/document/d/1ZXfM4_y4gS2_WUrY-qIIY_plpB4Dalzl/edit?usp=drivesdk&ouid=114025174537689601343&rtpof=true&sd=true,MATCHED,
5712,Shvat,10,0055--5712-Shvat 10 Mamar.mp3,,10 Shevat 5712 Sicha 1.docx,https://drive.google.com/file/d/15dl5UGd20oBzYEC8mXRKrMW36nQeltTx/view,https://docs.google.com/document/d/1ZXfM4_y4gS2_WUrY-qIIY_plpB4Dalzl/edit?usp=drivesdk&ouid=114025174537689601343&rtpof=true&sd=true,MATCHED,
5712,Adar,14,0070--5712-Adar 14j Sicha 9.mp3,,6-14-12.DOC,https://drive.google.com/file/d/1_8lUxmgEP1t25VYEEzZRRK1dswfV3PLM/view,https://docs.google.com/document/d/1FfD-GlODTMjquseN1qPrKIzQ0A-bOP0g/edit?usp=drivesdk&ouid=114025174537689601343&rtpof=true&sd=true,MATCHED,
5712,Adar,14,0069--5712-Adar 14i Sicha 8.mp3,,6-14-12.DOC,https://drive.google.com/file/d/1k02V2occZnMMuW9pjzMiaesfo59SnVUk/view,https://docs.google.com/document/d/1FfD-GlODTMjquseN1qPrKIzQ0A-bOP0g/edit?usp=drivesdk&ouid=114025174537689601343&rtpof=true&sd=true,MATCHED,
5712,Adar,14,0067--5712-Adar 14g Sicha 6.mp3,,6-14-12.DOC,https://drive.google.com/file/d/12xexdD10RI3on13pyL6c3CheNNL-J2LD/view,https://docs.google.com/document/d/1FfD-GlODTMjquseN1qPrKIzQ0A-bOP0g/edit?usp=drivesdk&ouid=114025174537689601343&rtpof=true&sd=true,MATCHED,
5712,Adar,14,0068--5712-Adar 14h Sicha 7.mp3,,6-14-12.DOC,https://drive.google.com/file/d/14Sj-Nnh-7-G1bjbt7wG1qE4mGH0w1ZoI/view,https://docs.google.com/document/d/1FfD-GlODTMjquseN1qPrKIzQ0A-bOP0g/edit?usp=drivesdk&ouid=114025174537689601343&rtpof=true&sd=true,MATCHED,
5712,Adar,14,0066--5712-Adar 14f Sicha 5.mp3,,6-14-12.DOC,https://drive.google.com/file/d/1rTykqMVVTsrbIyXvYQ-SVeeA_bAmoVE5/view,https://docs.google.com/document/d/1FfD-GlODTMjquseN1qPrKIzQ0A-bOP0g/edit?usp=drivesdk&ouid=114025174537689601343&rtpof=true&sd=true,MATCHED,
5712,Adar,14,0065--5712-Adar 14e Sicha 4.mp3,,6-14-12.DOC,https://drive.google.com/file/d/1hvppOeuKYU_pwNbrNdTZauW8nPnoDPkx/view,https://docs.google.com/document/d/1FfD-GlODTMjquseN1qPrKIzQ0A-bOP0g/edit?usp=drivesdk&ouid=114025174537689601343&rtpof=true&sd=true,MATCHED,
5712,Adar,14,0064--5712-Adar 14d Sicha 3.mp3,,6-14-12.DOC,https://drive.google.com/file/d/11VhLeCjjEh_ovk0Gd6WrVAnxAHs_Hk6-/view,https://docs.google.com/document/d/1FfD-GlODTMjquseN1qPrKIzQ0A-bOP0g/edit?usp=drivesdk&ouid=114025174537689601343&rtpof=true&sd=true,MATCHED,
5712,Adar,14,0063--5712-Adar 14c Sicha 2.mp3,,6-14-12.DOC,https://drive.google.com/file/d/1tLsdK7yOQT-g81GSBGCICDjUQNiKLrfa/view,https://docs.google.com/document/d/1FfD-GlODTMjquseN1qPrKIzQ0A-bOP0g/edit?usp=drivesdk&ouid=114025174537689601343&rtpof=true&sd=true,MATCHED,
5712,Adar,14,0061--5712-Adar 14 Mamar.mp3,,6-14-12.DOC,https://drive.google.com/file/d/1tqeHZc1PyfsrOfraprZizEyhE01dUH1-/view,https://docs.google.com/document/d/1FfD-GlODTMjquseN1qPrKIzQ0A-bOP0g/edit?usp=drivesdk&ouid=114025174537689601343&rtpof=true&sd=true,MATCHED,
5712,Adar,14,0062--5712-Adar 14b Sicha 1.mp3,,6-14-12.DOC,https://drive.google.com/file/d/1yj1C1Vv2JtqIU2hlOxIHFW3sBqXASVHJ/view,https://docs.google.com/document/d/1FfD-GlODTMjquseN1qPrKIzQ0A-bOP0g/edit?usp=drivesdk&ouid=114025174537689601343&rtpof=true&sd=true,MATCHED,
5712,Adar II,11,,/,7-11-12.DOC,,https://docs.google.com/document/d/1OgzUkNVddiqtCwK7Ed3BiofeCQvBkO-q/edit?usp=drivesdk&ouid=114025174537689601343&rtpof=true&sd=true,DOC_ONLY,
5713,Tishrei,18,0071--5713-Tishrai 18.mp3,,,https://drive.google.com/file/d/19BJp4L4aaNQaNRcPSZ6oCKGgZ_1QYJbP/view,,AUDIO_ONLY,
5713,Kislev,1,0072--5713-Kislev 01 Sicha.mp3,,,https://drive.google.com/file/d/1TpoVcijIDgBQQoBootqCjw1ha3Nnf9JB/view,,AUDIO_ONLY,
5713,Kislev,20,0073--5713-Kislev 20 Sicha 1.mp3,,,https://drive.google.com/file/d/1pf66qOMtxx7lzWODW0Als1H1sd2bVkar/view,,AUDIO_ONLY,
5713,Iyar,18,0074--5713-Iyar 18 Sicha Tmimim.mp3,,,https://drive.google.com/file/d/1E5kfEIMh78svBNY-Jhsn1I4hMCTygGe3/view,,AUDIO_ONLY,
5714,Kislev,19,0085--5714-Kislev 19k Sicha 10.mp3,,,https://drive.google.com/file/d/1GX2SCUwywG-QzoXvVyv8SerIPUNE5LdI/view,,AUDIO_ONLY,
5714,Kislev,19,0084--5714-Kislev 19j Sicha 9.mp3,,,https://drive.google.com/file/d/1m-EmqYS21dZTCLuQwAEQoIVl1EJbEnZM/view,,AUDIO_ONLY,
5714,Kislev,19,0083--5714-Kislev 19i Sicha 8.mp3,,,https://drive.google.com/file/d/1owADf8grq3-vdraFrsmu2F36tglqLIE5/view,,AUDIO_ONLY,
5714,Kislev,19,0082--5714-Kislev 19h Sicha 7.mp3,,,https://drive.google.com/file/d/1XoePUn8-yj-gBV3ZLXmdnNrHtv8o5XGE/view,,AUDIO_ONLY,
5714,Kislev,19,0081--5714-Kislev 19g Sicha 6.mp3,,,https://drive.google.com/file/d/1UYEoxUIX0qbOiTuNvYoGl5YhypAyENLe/view,,AUDIO_ONLY,
5714,Kislev,19,0080--5714-Kislev 19f Sicha 5.mp3,,,https://drive.google.com/file/d/1xZE7ea0pDR3fxTmL0V2z0E-cx-mjSGCc/view,,AUDIO_ONLY,
5714,Kislev,19,0078--5714-Kislev 19d Sicha 3.mp3,,,https://drive.google.com/file/d/1ml_CeWI6p3xFJTF81gEREW8W1evZyw0R/view,,AUDIO_ONLY,
5714,Kislev,19,0079--5714-Kislev 19e Sicha 4.mp3,,,https://drive.google.com/file/d/1wnrxIQVj9cRfiWeOd9RE2zqae_BxyYeO/view,,AUDIO_ONLY,
5714,Kislev,19,0077--5714-Kislev 19c Sicha 2.mp3,,,https://drive.google.com/file/d/1eji2hH20Eja1zAzcXOzvZJ8dTZevnkvr/view,,AUDIO_ONLY,
5714,Kislev,19,0076--5714-Kislev 19b Mamar.mp3,,,https://drive.google.com/file/d/156olMdg8ld-LcInkf8Aw8LT902vy5Y5X/view,,AUDIO_ONLY,
5714,Kislev,19,0075--5714-Kislev 19 Sicha 1.mp3,,,https://drive.google.com/file/d/1YterPpEQMZ--_OilOm9M1v75XlokcD7u/view,,AUDIO_ONLY,
5714,Kislev,27,0087--5714-Kislev 27 Sicha 2 Kabolas ponim Althois.mp3,,,https://drive.google.com/file/d/17lMQpj5-tbJG-fTagHD5Tzk8heu5djpS/view,,AUDIO_ONLY,
5714,Kislev,27,0086--5714-Kislev 27 Sicha 1 Kabolas ponim Althois.mp3,,,https://drive.google.com/file/d/1mus8v14Gio98enB7SYGDPhWuB25QprTk/view,,AUDIO_ONLY,
5714,Shvat,10,0094--5714-Shvat 10g Sicha 6.mp3,,"10 Shevat 5714 - Sichos 1, 2, 3.docx",https://drive.google.com/file/d/13XxRiL2-3HYN4p73NZmYQHKzVa0qy2dd/view,https://docs.google.com/document/d/1GZlnKyHZGr7YVk8DDksnH9YEhAQosmwX/edit?usp=drivesdk&ouid=114025174537689601343&rtpof=true&sd=true,MATCHED,
5714,Shvat,10,0095--5714-Shvat 10h Sicha 7.mp3,,"10 Shevat 5714 - Sichos 1, 2, 3.docx",https://drive.google.com/file/d/1TEBgqRkgqdsc5RPdTrWnCOP-xtcSqQEZ/view,https://docs.google.com/document/d/1GZlnKyHZGr7YVk8DDksnH9YEhAQosmwX/edit?usp=drivesdk&ouid=114025174537689601343&rtpof=true&sd=true,MATCHED,
